ZIP_CODE,REGION,County,ResponseId,DistributionChannel,Q1.Intro,Q3.Intro,Q14,Q15,Q15_11_TEXT,Q17,Q18,Q18_11_TEXT,Q19,Q19_4_TEXT,Q20,Q21,Q21_13_TEXT,Q24,Q25,Q25_13_TEXT,Q32,Q32_14_TEXT,Q33,Q33_17_TEXT,Q34,Q34_23_TEXT,Q37,Q38,Q39,Q39_12_TEXT,Q40,Q41,Q42,Q42_4_TEXT,Q43,Q43_7_TEXT,Q44,Q44_14_TEXT,Q45,,,,,,,,,,
95942,SierraNevada,Butte,R_1BYuc1Xdehim46d,anonymous,Yes,No,"Purchased a backup power source (e.g., generator),Removed vegetation and other combustible material within the first 0-5 feet of my home ,No, I have not completed home retrofitting or remodeling","Availability of contractors,Cost,Permitting",,No,,,,,,,,Yes,"Access to equipment,Clarity on relevant laws and liability associated with burning,Financial assistance,Help preparing my property to conduct a prescribed burn,Help navigating the permitting process,Information about planning and implementation,Labor resources,Training to learn how to safely conduct a prescribed burn",,"Available grants for fuels reduction treatments and how to apply,Grazing for fuels reduction,Home hardening",,In-person workshops,,"Email,In-person,Telephone",,Rural,0-5 acres,"Not applicable, my property is only used for residential use,Recreation",,No,61-70,Man,,White,,English,,"Less than $50,000 per year",,,,,,,,,,
95945,SierraNevada,Nevada,R_2VjPBV2EKbrTd8w,qr,Yes,No,"Purchased a backup power source (e.g., generator),Put up non-combustible, reflective signs/addressing on house,Removed vegetation and other combustible material within the first 0-5 feet of my home ","Availability of contractors,Cost,Time",,Yes,"Burning piles of cut trees and brush,Hand thinning and scattering small trees and brush ,Prescribed fire (a controlled fire set intentionally to meet management objectives under applicable laws and regulations),Removal of small trees and brush with heavy equipment (e.g., mastication or chipping),Weed trimming and/or mowing grass",,Did it myself,,"Out of pocket,Grants",Other (please specify),Nevada County OES storm microgrant 2022,Yes,"Information about planning and implementation,Labor resources,Other (please explain)",Workshops to share implementation experiences,"Ecosystem restoration,Other (please specify)",Forest & WUI resilience over time,"Field tours to local properties,Webinars",,"Email,Mail,Website",,,,,,,,Woman,,White,,English,,,,,,,,,,,,
95945,SierraNevada,Nevada,R_qI9WFE8Impgba9z,anonymous,Yes,No,"I am considering retrofitting or remodeling, but am unsure of what actions to take.,Purchased an air filtration system for home to use during wildfire smoke events,Purchased a backup power source (e.g., generator),Put up non-combustible, reflective signs/addressing on house,Removed vegetation and other combustible material within the first 0-5 feet of my home ","Cost,Existing home design constraints,Time",,Yes,"Burning piles of cut trees and brush,Hand thinning and scattering small trees and brush ",,Worked with neighbors or community group,,Out of pocket,,,Yes,"Access to equipment,Help preparing my property to conduct a prescribed burn,Help navigating the permitting process,Information about planning and implementation,Labor resources,Training to learn how to safely conduct a prescribed burn",,"Ecosystem restoration,Home hardening,Prescribed fire planning and implementation",,"Community events or town halls,Field tours to local properties,In-person workshops,Reading factsheets,Watching short videos,Webinars",,"Email,In-person",,,,,,,,Prefer not to answer,,Prefer not to answer,,English,,,,,,,,,,,,
95945,SierraNevada,Nevada,R_st9XFgoKJ7CS29X,anonymous,Yes,No,"Purchased a backup power source (e.g., generator),Put up non-combustible, reflective signs/addressing on house,Removed vegetation and other combustible material within the first 0-5 feet of my home ,Retrofitted home with ignition and/or ember resistant materials",Cost,,Yes,Burning piles of cut trees and brush,,Did some myself and hired a contractor,,"Out of pocket,Grants",Natural Resource Conservation Service (NRCS),,No,,,Evacuation planning,,Watching short videos,,"Email,Website",,Rural,6-10 acres,"Recreation,Wildlife habitat",,No,31-40,Man,,White,,English,,"$100,001 - $150,000 per year",,,,,,,,,,
95945,SierraNevada,Nevada,R_r3k2jqoDW6XGNO1,anonymous,Yes,No,"I am considering retrofitting or remodeling, but am unsure of what actions to take.,Purchased an air filtration system for home to use during wildfire smoke events,No, I have not completed home retrofitting or remodeling","Availability of contractors,Cost,Existing home design constraints",,Yes,"Removal of small trees and brush with heavy equipment (e.g., mastication or chipping),Weed trimming and/or mowing grass",,Did it myself,,"Out of pocket,My only cost was personal labor (myself, friends, and family)",,,,,,"Ecosystem restoration,Grazing for fuels reduction,Reducing health impacts from wildfire smoke",,"Community events or town halls,Field tours to local properties,In-person workshops,Reading factsheets,Watching short videos",,"In-person,Mail,Newspaper,Website",,,,,,,,Man,,Prefer not to answer,,"English,Spanish,Other (please specify)",I prefer to learn more languages.,,,,,,,,,,,
95945,SierraNevada,Nevada,R_1j7iAJt6CuUMMcd,anonymous,Yes,No,"Purchased a backup power source (e.g., generator),Removed vegetation and other combustible material within the first 0-5 feet of my home ,Retrofitted home with ignition and/or ember resistant materials","Availability of contractors,Cost,Existing home design constraints",,Yes,"Burning piles of cut trees and brush,Hand thinning and scattering small trees and brush ,Removal of medium and large trees through timber harvest,Removal of small trees and brush with heavy equipment (e.g., mastication or chipping),Weed trimming and/or mowing grass",,Did some myself and hired a contractor,,Out of pocket,,,No,,,"Available grants for fuels reduction treatments and how to apply,Ecosystem restoration,Evacuation planning",,"Field tours to local properties,Watching short videos,Webinars",,"Email,Text Message",,Suburban,0-5 acres,"Not applicable, my property is only used for residential use",,Yes,31-40,Woman,,"Asian,White",,English,,Prefer not to state,,,,,,,,,,
95945,SierraNevada,Nevada,R_tQwPAOefzh0Zpkd,anonymous,Yes,No,"Purchased an air filtration system for home to use during wildfire smoke events,Other (please specify):","Communicating with my landlord or property manager,Cost",,Yes,"Burning piles of cut trees and brush,Hand thinning and scattering small trees and brush ,Weed trimming and/or mowing grass",,Did it myself,,"My only cost was personal labor (myself, friends, and family)",,,Unsure,"Financial assistance,Help preparing my property to conduct a prescribed burn,Help navigating the permitting process,Training to learn how to safely conduct a prescribed burn",,"Ecosystem restoration,Post-wildfire recovery,Reducing health impacts from wildfire smoke",,"In-person workshops,Reading factsheets",,"Email,Text Message",,Suburban,0-5 acres,"Not applicable, my property is only used for residential use",,,Over 70,Woman,,White,,English,,Prefer not to state,,,,,,,,,,
95945,SierraNevada,Nevada,R_3rHdYBubtH8dPjI,anonymous,Yes,No,"Purchased a backup power source (e.g., generator),Put up non-combustible, reflective signs/addressing on house","Cost,Existing home design constraints",,No,,,,,,,,,,,"Ecosystem restoration,Evacuation planning,Post-wildfire recovery",,"Community events or town halls,Reading factsheets,Watching short videos",,"Email,Newspaper,Website",,Suburban,0-5 acres,"Not applicable, my property is only used for residential use",,,41-50,Woman,,White,,English,,"$50,000 - $100,000 per year",,,,,,,,,,
95945,SierraNevada,Nevada,R_5vSCef9RfTYOJC9,anonymous,Yes,No,"I am considering retrofitting or remodeling, but am unsure of what actions to take.,Put up non-combustible, reflective signs/addressing on house",Other (please specify),Spouse-doesn’t want to do anything.,Yes,"Burning piles of cut trees and brush,Hand thinning and scattering small trees and brush ,Removal of small trees and brush with heavy equipment (e.g., mastication or chipping),Weed trimming and/or mowing grass",,Did it myself,,"My only cost was personal labor (myself, friends, and family)",,,,,,"Defensible space,Home hardening",,In-person workshops,,"Email,In-person,Website",,,,,,,,Man,,White,,English,,,,,,,,,,,,
95945,SierraNevada,Nevada,R_1d6TFFG8GUUzKL0,anonymous,Yes,No,"Purchased a backup power source (e.g., generator),Removed vegetation and other combustible material within the first 0-5 feet of my home ,Retrofitted home with ignition and/or ember resistant materials","Cost,Existing home design constraints,Permitting",,Yes,"Burning piles of cut trees and brush,Hand thinning and scattering small trees and brush ,Removal of small trees and brush with heavy equipment (e.g., mastication or chipping),Weed trimming and/or mowing grass",,Did it myself,,"My only cost was personal labor (myself, friends, and family)",,,,,,"Available grants for fuels reduction treatments and how to apply,Ecosystem restoration,Other (please specify)",Permits or permission grants for work on State Park property next to my property. The fuel load is out of control. ,"Webinars,Other (please specify)",A real person calling and helping me talk to the State Park officials about ,"In-person,Mail",,Suburban,0-5 acres,Private forestry or timber production,,No,31-40,Woman,,White,,English,,"$50,000 - $100,000 per year",,,,,,,,,,
95945,SierraNevada,Nevada,R_xow3VgTtDCjLpAJ,anonymous,Yes,No,"Purchased a backup power source (e.g., generator),Put up non-combustible, reflective signs/addressing on house,Removed vegetation and other combustible material within the first 0-5 feet of my home ",Other (please specify),I am not considering either option.,Yes,"Burning piles of cut trees and brush,Weed trimming and/or mowing grass",,Did some myself and hired a contractor,,Out of pocket,,,No,"Access to equipment,Clarity on relevant laws and liability associated with burning,Help preparing my property to conduct a prescribed burn,Information about prescribed fire benefits,Training to learn how to safely conduct a prescribed burn",,Home hardening,,Webinars,,Email,,Suburban,0-5 acres,"Not applicable, my property is only used for residential use",,No,41-50,Woman,,White,,English,,"Greater than $150,000 per year",,,,,,,,,,
95945,SierraNevada,Nevada,R_1OPkO9li3BXKc3L,anonymous,Yes,No,"Purchased a backup power source (e.g., generator),No, I have not completed home retrofitting or remodeling",Cost,,Yes,"Hand thinning and scattering small trees and brush ,Weed trimming and/or mowing grass",,Did it myself,,Out of pocket,,,Yes,"Access to equipment,Clarity on relevant laws and liability associated with burning,Financial assistance,Help preparing my property to conduct a prescribed burn,Help navigating the permitting process,Information about planning and implementation,Training to learn how to safely conduct a prescribed burn",,"Available grants for fuels reduction treatments and how to apply,Home hardening,Mechanical fuels reduction treatments (forest thinning, chipping, mastication, etc),Permitting for fuels mitigation work,Prescribed fire planning and implementation",,"Field tours to local properties,In-person workshops",,Email,,Rural,6-10 acres,"Livestock/grazing,Recreation",,No,31-40,Woman,,White,,English,,"Greater than $150,000 per year",,,,,,,,,,
95945,SierraNevada,Nevada,R_1nVC7pGkpgQavMS,anonymous,Yes,No,"Purchased an air filtration system for home to use during wildfire smoke events,Removed vegetation and other combustible material within the first 0-5 feet of my home ,No, I have not completed home retrofitting or remodeling","Cost,Existing home design constraints,Lack of knowledge, information, or resources",,Yes,"Hand thinning and scattering small trees and brush ,Weed trimming and/or mowing grass",,Did it myself,,Out of pocket,,,,,,"Available grants for fuels reduction treatments and how to apply,Grazing for fuels reduction,Mechanical fuels reduction treatments (forest thinning, chipping, mastication, etc),Reducing health impacts from wildfire smoke",,"Community events or town halls,In-person workshops,Reading factsheets",,"Email,Mail,Social media ,Text Message",,Rural,0-5 acres,"Not applicable, my property is only used for residential use",,,18-30,Man,,White,,English,,"Less than $50,000 per year",,,,,,,,,,
95945,SierraNevada,Nevada,R_2TTUZyHZyw3hAYx,qr,Yes,No,"Purchased a backup power source (e.g., generator),Put up non-combustible, reflective signs/addressing on house,Removed vegetation and other combustible material within the first 0-5 feet of my home ,Other (please specify):",Other (please specify),Done all I can. I have a solid cedar log home. ,Yes,"Burning piles of cut trees and brush,Hand thinning and scattering small trees and brush ,Removal of small trees and brush with heavy equipment (e.g., mastication or chipping),Other (please specify):",I use  dozer on acres of manzanita,Did some myself and hired a contractor,,Out of pocket,,,Yes,Help preparing my property to conduct a prescribed burn,,"Available grants for fuels reduction treatments and how to apply,Prescribed fire planning and implementation",,Field tours to local properties,,"Email,Website",,Rural,21-100 acres,"Not applicable, my property is only used for residential use",,No,61-70,Man,,Other (please specify),Doesn’t matter,English,,"$50,000 - $100,000 per year",,,,,,,,,,
95946,SierraNevada,Nevada,R_1kN3rubFHEAIvky,anonymous,Yes,No,"Purchased a backup power source (e.g., generator),Removed vegetation and other combustible material within the first 0-5 feet of my home ",Cost,,Yes,"Burning piles of cut trees and brush,Removal of small trees and brush with heavy equipment (e.g., mastication or chipping),Targeted grazing",,Other (please specify),,Out of pocket,,,Unsure,"Clarity on relevant laws and liability associated with burning,Help preparing my property to conduct a prescribed burn,Help navigating the permitting process,Information about prescribed fire benefits,Information about planning and implementation,Training to learn how to safely conduct a prescribed burn",,"Available grants for fuels reduction treatments and how to apply,Evacuation planning,Mechanical fuels reduction treatments (forest thinning, chipping, mastication, etc),Permitting for fuels mitigation work,Prescribed fire planning and implementation",,"Reading factsheets,Watching short videos",,"Email,Text Message",,Rural,101-1000 acres,"Livestock/grazing,Wildlife habitat",,No,Over 70,Man,,White,,English,,"$50,000 - $100,000 per year",,,,,,,,,,
95946,SierraNevada,Nevada,R_DjW6LiOfxeCW5MZ,anonymous,Yes,No,"Purchased a backup power source (e.g., generator),Removed vegetation and other combustible material within the first 0-5 feet of my home ,No, I have not completed home retrofitting or remodeling","Cost,Time",,Yes,"Burning piles of cut trees and brush,Weed trimming and/or mowing grass",,Did it myself,,Out of pocket,,,Unsure,,,,,,,"Email,Mail",,Suburban,,"Not applicable, my property is only used for residential use",,,61-70,Man,,White,,English,,Prefer not to state,,,,,,,,,,
95946,SierraNevada,Nevada,R_1FE76HNbMLesU12,anonymous,Yes,No,"Purchased a backup power source (e.g., generator),Put up non-combustible, reflective signs/addressing on house,Retrofitted home with ignition and/or ember resistant materials","Availability of contractors,Cost",,Yes,Weed trimming and/or mowing grass,,Did some myself and hired a contractor,,Out of pocket,,,No,,,"Evacuation planning,Reducing health impacts from wildfire smoke",,"In-person workshops,Watching short videos,Webinars",,"Email,In-person",,Rural,0-5 acres,Wildlife habitat,,No,Over 70,Woman,,White,,English,,"$50,000 - $100,000 per year",,,,,,,,,,
95947,SierraNevada,Plumas,R_6M8FOtcDbj6Mle9,anonymous,Yes,No,Other (please specify):,,,Yes,"Burning piles of cut trees and brush,Hand thinning and scattering small trees and brush ,Prescribed fire (a controlled fire set intentionally to meet management objectives under applicable laws and regulations),Removal of medium and large trees through timber harvest",,Did some myself and hired a contractor,,"Out of pocket,Grants","Fire Safe Council,Natural Resource Conservation Service (NRCS)",,Yes,Other (please explain),Availability of PBA,Post-wildfire recovery,,"Community events or town halls,In-person workshops",,Email,,Rural,6-10 acres,Wildlife habitat,,No,61-70,Man,,White,,English,,"$50,000 - $100,000 per year",,,,,,,,,,
95947,SierraNevada,Plumas,R_3m7EBqIQAFa1Pj3,anonymous,Yes,No,"Purchased a backup power source (e.g., generator),Put up non-combustible, reflective signs/addressing on house,Removed vegetation and other combustible material within the first 0-5 feet of my home ","Cost,Permitting,Time",,Yes,"Burning piles of cut trees and brush,Removal of medium and large trees through timber harvest,Weed trimming and/or mowing grass",,Did it myself,,Grants,Natural Resource Conservation Service (NRCS),,Yes,,,"Home hardening,Post-wildfire recovery,Prescribed fire planning and implementation",,"Field tours to local properties,In-person workshops,Reading factsheets",,"Email,In-person,Mail",,Rural,6-10 acres,"Carbon sequestration credits,Wildlife habitat",,,61-70,Man,,Prefer not to answer,,English,,"$50,000 - $100,000 per year",,,,,,,,,,
95947,SierraNevada,Plumas,R_2qC3q8zPD2Pmsxk,anonymous,Yes,No,"Purchased a backup power source (e.g., generator),Put up non-combustible, reflective signs/addressing on house,Removed vegetation and other combustible material within the first 0-5 feet of my home ",Cost,,Yes,"Burning piles of cut trees and brush,Hand thinning and scattering small trees and brush ",,Did it myself,,"My only cost was personal labor (myself, friends, and family)",,,,,,"Available grants for fuels reduction treatments and how to apply,Home hardening,Reducing health impacts from wildfire smoke",,"Community events or town halls,In-person workshops,Reading factsheets,Watching short videos,Webinars",,"Email,Text Message,Website",,Rural,0-5 acres,"Not applicable, my property is only used for residential use",,No,61-70,Woman,,White,,English,,"$50,000 - $100,000 per year",,,,,,,,,,
95947,SierraNevada,Plumas,R_3lAAj6J5IDLfFya,anonymous,Yes,No,"Purchased an air filtration system for home to use during wildfire smoke events,Removed vegetation and other combustible material within the first 0-5 feet of my home ","Cost,Permitting,Time",,Yes,"Burning piles of cut trees and brush,Removal of medium and large trees through timber harvest,Weed trimming and/or mowing grass",,Did it myself,,"My only cost was personal labor (myself, friends, and family)",,,No,,,"Ecosystem restoration,Mechanical fuels reduction treatments (forest thinning, chipping, mastication, etc),Post-wildfire recovery",,"Community events or town halls,Reading factsheets",,Email,,Rural,0-5 acres,Farming and/or agriculture,,No,41-50,Man,,"American Indian or Alaskan Native,White",,English,,"Less than $50,000 per year",,,,,,,,,,
95949,SierraNevada,Nevada,R_YRecCGxZZ7SC2e5,qr,Yes,No,"Purchased a backup power source (e.g., generator),Put up non-combustible, reflective signs/addressing on house","Cost,Lack of knowledge, information, or resources,Other (please specify)",sourcong products and materials,Yes,"Hand thinning and scattering small trees and brush ,Weed trimming and/or mowing grass,Other (please specify):",    replacing vegetation next to house with less flambible vegetation and materials,Did it myself,,"Out of pocket,My only cost was personal labor (myself, friends, and family)",,,Yes,"Access to equipment,Clarity on relevant laws and liability associated with burning,Help preparing my property to conduct a prescribed burn,Help navigating the permitting process,Information about prescribed fire benefits,Information about planning and implementation,Training to learn how to safely conduct a prescribed burn",,"Available grants for fuels reduction treatments and how to apply,Ecosystem restoration,Grazing for fuels reduction,Mechanical fuels reduction treatments (forest thinning, chipping, mastication, etc),Permitting for fuels mitigation work,Post-wildfire recovery,Prescribed fire planning and implementation",,"Field tours to local properties,In-person workshops,Reading factsheets",,"Email,In-person,Website",,Urban,0-5 acres,"Not applicable, my property is only used for residential use",,No,51-60,Woman,,White,,English,,"Greater than $150,000 per year",,,,,,,,,,
95949,SierraNevada,Nevada,R_poBpPz94PtNz5q9,anonymous,Yes,No,"Removed vegetation and other combustible material within the first 0-5 feet of my home ,No, I have not completed home retrofitting or remodeling","Cost,Lack of knowledge, information, or resources,Permitting",,Yes,"Burning piles of cut trees and brush,Hand thinning and scattering small trees and brush ,Weed trimming and/or mowing grass",,Did it myself,,Out of pocket,,,Unsure,"Clarity on relevant laws and liability associated with burning,Financial assistance,Help preparing my property to conduct a prescribed burn,Training to learn how to safely conduct a prescribed burn",,"Ecosystem restoration,Grazing for fuels reduction,Mechanical fuels reduction treatments (forest thinning, chipping, mastication, etc)",,"Field tours to local properties,In-person workshops,Watching short videos,Webinars",,Email,,Rural,0-5 acres,"Not applicable, my property is only used for residential use",,No,61-70,Woman,,White,,English,,"$50,000 - $100,000 per year",,,,,,,,,,
95949,SierraNevada,Nevada,R_uvOXd7UV87bYBDb,anonymous,Yes,No,"Purchased an air filtration system for home to use during wildfire smoke events,Purchased a backup power source (e.g., generator),Put up non-combustible, reflective signs/addressing on house,Removed vegetation and other combustible material within the first 0-5 feet of my home ,Retrofitted home with ignition and/or ember resistant materials","Cost,Existing home design constraints,Time",,Yes,"Weed trimming and/or mowing grass,Other (please specify):",Lopped ladder fuels & chipped trimmed limbs. Removed several trees & bushes near home.,Did it myself,,"Out of pocket,My only cost was personal labor (myself, friends, and family)",,,No,,,"Defensible space,Evacuation planning,Home hardening",,"In-person workshops,Reading factsheets,Watching short videos,Webinars",,"Email,Mail,Website",,,,,,,,Man,,White,,English,,,,,,,,,,,,
95949,SierraNevada,Nevada,R_1PdSZ8JB00l9aB1,anonymous,Yes,No,"Purchased an air filtration system for home to use during wildfire smoke events,Purchased a backup power source (e.g., generator),Removed vegetation and other combustible material within the first 0-5 feet of my home ,No, I have not completed home retrofitting or remodeling","Cost,Lack of knowledge, information, or resources,Time",,Yes,"Burning piles of cut trees and brush,Removal of medium and large trees through timber harvest,Removal of small trees and brush with heavy equipment (e.g., mastication or chipping),Weed trimming and/or mowing grass",,Did some myself and hired a contractor,,Out of pocket,,,Unsure,"Clarity on relevant laws and liability associated with burning,Help preparing my property to conduct a prescribed burn,Help navigating the permitting process,Information about prescribed fire benefits,Information about planning and implementation,Labor resources,Training to learn how to safely conduct a prescribed burn",,"Defensible space,Evacuation planning,Home hardening",,"Community events or town halls,Field tours to local properties,In-person workshops,Reading factsheets,Watching short videos,Webinars",,"Email,Website",,,,,,,,Woman,,"Hispanic, Latino/a/x, or other Spanish origin",,English,,,,,,,,,,,,
95949,SierraNevada,Nevada,R_1ilE78L5rQb68J6,anonymous,Yes,No,"Purchased a backup power source (e.g., generator),Removed vegetation and other combustible material within the first 0-5 feet of my home ","Lack of knowledge, information, or resources",,Yes,"Burning piles of cut trees and brush,Hand thinning and scattering small trees and brush ,Weed trimming and/or mowing grass",,Did some myself and hired a contractor,,Out of pocket,,,Unsure,"Clarity on relevant laws and liability associated with burning,Help preparing my property to conduct a prescribed burn,Information about prescribed fire benefits,Training to learn how to safely conduct a prescribed burn",,"Defensible space,Evacuation planning,Reducing health impacts from wildfire smoke",,"Community events or town halls,Field tours to local properties,In-person workshops,Reading factsheets,Watching short videos,Webinars",,Email,,Urban,0-5 acres,"Commercial production,Farming and/or agriculture",,,18-30,Man,,Black or African American,,English,,"$50,000 - $100,000 per year",,,,,,,,,,
95949,SierraNevada,Nevada,R_2v67hJgWyVHqUZ3,anonymous,Yes,No,"Purchased a backup power source (e.g., generator),Put up non-combustible, reflective signs/addressing on house,Removed vegetation and other combustible material within the first 0-5 feet of my home ,Other (please specify):",Cost,,Yes,"Burning piles of cut trees and brush,Removal of small trees and brush with heavy equipment (e.g., mastication or chipping),Weed trimming and/or mowing grass",,Did it myself,,"Out of pocket,My only cost was personal labor (myself, friends, and family)",,,Unsure,"Help preparing my property to conduct a prescribed burn,Help navigating the permitting process,Information about prescribed fire benefits,Information about planning and implementation,Training to learn how to safely conduct a prescribed burn",,"Available grants for fuels reduction treatments and how to apply,Mechanical fuels reduction treatments (forest thinning, chipping, mastication, etc),Reducing health impacts from wildfire smoke",,"Community events or town halls,In-person workshops,Reading factsheets,Watching short videos,Webinars",,Email,,,,,,,,Man,,White,,English,,,,,,,,,,,,
95949,SierraNevada,Nevada,R_1M4mqVBvjroEA5I,anonymous,Yes,No,"Purchased a backup power source (e.g., generator),Put up non-combustible, reflective signs/addressing on house,Removed vegetation and other combustible material within the first 0-5 feet of my home ","Cost,Permitting",,Yes,"Burning piles of cut trees and brush,Targeted grazing,Weed trimming and/or mowing grass",,Did it myself,,"Out of pocket,My only cost was personal labor (myself, friends, and family)",,,No,"Information about prescribed fire benefits,Information about planning and implementation",,"Ecosystem restoration,Reducing health impacts from wildfire smoke",,"In-person workshops,Reading factsheets,Watching short videos",,"Email,Website",,Suburban,0-5 acres,"Not applicable, my property is only used for residential use",,No,61-70,Woman,,White,,English,,"Less than $50,000 per year",,,,,,,,,,
95949,SierraNevada,Nevada,R_yOYCAAdDWWZ0T0l,anonymous,Yes,No,"Purchased a backup power source (e.g., generator),Put up non-combustible, reflective signs/addressing on house,Removed vegetation and other combustible material within the first 0-5 feet of my home ","Availability of contractors,Cost,Existing home design constraints",,Yes,"Burning piles of cut trees and brush,Hand thinning and scattering small trees and brush ,Weed trimming and/or mowing grass",,Did some myself and hired a contractor,,Out of pocket,,,No,,,"Ecosystem restoration,Home hardening,Reducing health impacts from wildfire smoke",,"Field tours to local properties,In-person workshops,Watching short videos",,Email,,,,,,,,Woman,,White,,English,,,,,,,,,,,,
95949,SierraNevada,Nevada,R_3F3dCd4As0042gW,anonymous,Yes,No,"No, I have not completed home retrofitting or remodeling","Cost,Lack of knowledge, information, or resources,Time",,Yes,"Burning piles of cut trees and brush,Removal of medium and large trees through timber harvest,Weed trimming and/or mowing grass",,Did some myself and hired a contractor,,Out of pocket,,,,,,"Evacuation planning,Home hardening,Reducing health impacts from wildfire smoke",,Reading factsheets,,"Email,Website",,,,,,,,Woman,,"Hispanic, Latino/a/x, or other Spanish origin",,English,,,,,,,,,,,,
95949,SierraNevada,Nevada,R_po20u8VHKppjcyZ,anonymous,Yes,No,"Purchased a backup power source (e.g., generator),Other (please specify):",,,Yes,"Burning piles of cut trees and brush,Removal of medium and large trees through timber harvest,Weed trimming and/or mowing grass",,Did some myself and hired a contractor,,Out of pocket,,,No,,,,,,,"Newspaper,Social media ,Website",,,,,,,,Man,,"American Indian or Alaskan Native,White",,English,,,,,,,,,,,,
95949,SierraNevada,Nevada,R_2eRQgoq6CQTeYFI,anonymous,Yes,No,"Put up non-combustible, reflective signs/addressing on house,Removed vegetation and other combustible material within the first 0-5 feet of my home ","Cost,Existing home design constraints",,Yes,"Burning piles of cut trees and brush,Hand thinning and scattering small trees and brush ,Removal of small trees and brush with heavy equipment (e.g., mastication or chipping),Weed trimming and/or mowing grass",,Did some myself and hired a contractor,,Out of pocket,,,No,Other (please explain),My property does not need a controlled burn,"Ecosystem restoration,Home hardening,Reducing health impacts from wildfire smoke",,"Community events or town halls,Field tours to local properties,In-person workshops,Reading factsheets,Watching short videos,Webinars",,"Email,In-person,Mail,Newspaper,Website",,,,,,,,Woman,,"Asian,White",,"English,Simplified Chinese",,,,,,,,,,,,
95949,SierraNevada,Nevada,R_1mC0VAj4iBMlr57,anonymous,Yes,No,"Put up non-combustible, reflective signs/addressing on house,Removed vegetation and other combustible material within the first 0-5 feet of my home ,Retrofitted home with ignition and/or ember resistant materials","Cost,Existing home design constraints,Lack of knowledge, information, or resources,Permitting",,Yes,"Burning piles of cut trees and brush,Removal of medium and large trees through timber harvest,Removal of small trees and brush with heavy equipment (e.g., mastication or chipping),Targeted grazing,Weed trimming and/or mowing grass",,Did some myself and hired a contractor,,Out of pocket,,,No,,,"Available grants for fuels reduction treatments and how to apply,Ecosystem restoration,Home hardening",,"Field tours to local properties,In-person workshops,Webinars",,"Email,In-person,Text Message,Website",,Suburban,0-5 acres,"Not applicable, my property is only used for residential use",,,41-50,Man,,White,,English,,"Greater than $150,000 per year",,,,,,,,,,
95949,SierraNevada,Nevada,R_AdRwaVwohNuXAQN,anonymous,Yes,No,"Put up non-combustible, reflective signs/addressing on house,No, I have not completed home retrofitting or remodeling","Cost,Lack of knowledge, information, or resources",,Yes,"Burning piles of cut trees and brush,Hand thinning and scattering small trees and brush ,Weed trimming and/or mowing grass",,Did some myself and hired a contractor,,Out of pocket,,,No,,,Home hardening,,"Community events or town halls,Field tours to local properties",,"Email,Website",,Rural,101-1000 acres,"Commercial production,Farming and/or agriculture,Livestock/grazing,Non-timber forest products,Private forestry or timber production,Recreation,Wildlife habitat",,No,Over 70,Woman,,White,,English,,"Less than $50,000 per year",,,,,,,,,,
95949,SierraNevada,Nevada,R_2QgFN2RK4jiDciU,anonymous,Yes,No,"Purchased a backup power source (e.g., generator),Removed vegetation and other combustible material within the first 0-5 feet of my home ","Cost,Lack of knowledge, information, or resources,Permitting,Time",,Yes,Weed trimming and/or mowing grass,,Did it myself,,"My only cost was personal labor (myself, friends, and family)",,,,,,"Defensible space,Ecosystem restoration,Home hardening,Post-wildfire recovery,Prescribed fire planning and implementation",,"In-person workshops,Reading factsheets,Watching short videos,Webinars",,"Email,In-person,Radio,Social media ,Telephone,Text Message,Website",,,,,,,,Man,,White,,English,,,,,,,,,,,,
95949,SierraNevada,Nevada,R_ZwbQPTeGb4YJymd,anonymous,Yes,No,"Purchased a backup power source (e.g., generator),Put up non-combustible, reflective signs/addressing on house,No, I have not completed home retrofitting or remodeling",Other (please specify),Age. We do things ourselves and procrastinate.,Yes,"Hand thinning and scattering small trees and brush ,Other (please specify):",Transplanted plants away from the house,Did it myself,,"My only cost was personal labor (myself, friends, and family)",,,,,,"Defensible space,Evacuation planning,Reducing health impacts from wildfire smoke",,"Watching short videos,Webinars",,"Email,Newspaper,Website",,,,,,,,Man,,Prefer not to answer,,English,,,,,,,,,,,,
95949,SierraNevada,Nevada,R_3O8rxGUmUAYuF8u,anonymous,Yes,No,"Purchased a backup power source (e.g., generator),Put up non-combustible, reflective signs/addressing on house,No, I have not completed home retrofitting or remodeling","Availability of contractors,Lack of knowledge, information, or resources",,Yes,"Burning piles of cut trees and brush,Weed trimming and/or mowing grass",,Did it myself,,"My only cost was personal labor (myself, friends, and family)",,,,,,"Ecosystem restoration,Home hardening,Reducing health impacts from wildfire smoke",,"Community events or town halls,Field tours to local properties,Reading factsheets,Watching short videos,Webinars",,"Email,Social media ,Website",,Rural,6-10 acres,"Recreation,Wildlife habitat",,No,61-70,Man,,White,,English,,"$50,000 - $100,000 per year",,,,,,,,,,
