Progress,Duration (in seconds),Finished,ResponseId,Q1-Intro,Q3-Intro,Q14,Q15,Q15_11_TEXT,Q17,Q18,Q18_11_TEXT,Q19,Q19_4_TEXT,Q20,Q21,Q21_13_TEXT,Q24,Q25,Q25_13_TEXT,Q32,Q32_14_TEXT,Q33,Q33_17_TEXT,Q34,Q34_23_TEXT,Q35_8_TEXT,Q14-FNR,Q36,County,Q37,Q38,Q39,Q39_12_TEXT,Q40,Q41,Q42,Q42_4_TEXT,Q43,Q43_7_TEXT,Q44,Q44_14_TEXT,Q45
100,1079,TRUE,R_2EggU0n6b0Q2Zr3,Yes,Yes,,,,,,,,,,,,,,,"Ecosystem restoration,Post-wildfire recovery,Reducing health impacts from wildfire smoke",,"In-person workshops,Reading factsheets,Watching short videos,Webinars",,Email,,,Yes,,,Rural,0-5 acres,"Not applicable, my property is only used for residential use",,No,61-70,Woman,,,,English,,Prefer not to state
100,579,TRUE,R_25SE6oKPAdCrllz,Yes,Yes,,,,,,,,,,,,,,,"Available grants for fuels reduction treatments and how to apply,Defensible space,Evacuation planning",,"Community events or town halls,In-person workshops,Webinars",,"Email,In-person,Mail,Newspaper,Social media ,Website",,,Yes,,,Suburban,0-5 acres,"Not applicable, my property is only used for residential use",,No,61-70,Woman,,White,,English,,"Greater than $150,000 per year"
100,2610,TRUE,R_3HNaZZCHTJvAyng,Yes,No,"Put up non-combustible, reflective signs/addressing on house,Removed vegetation and other combustible material within the first 0-5 feet of my home ,Retrofitted home with ignition and/or ember resistant materials,Other (please specify):","Cost,Lack of knowledge, information, or resources,Other (please specify)",Fire resistant deck standards.,Yes,"Hand thinning and scattering small trees and brush ,Weed trimming and/or mowing grass,Other (please specify):",Thinning vegetation to 50% cover out to 100' from structures.  Remove vegetation from under second story decks.,Other (please specify),I did it myself while working with various community groups.,Cost-share agreements,Other (please specify),HOA,,,,"Defensible space,Ecosystem restoration,Home hardening",,"Community events or town halls,Field tours to local properties,In-person workshops,Reading factsheets,Watching short videos,Webinars,Other (please specify)",Reviewing my prep work with local fire dept,"Email,In-person,Website,Other (please specify)",webinars,,,92127,San Diego,Urban,0-5 acres,"Not applicable, my property is only used for residential use",,No,31-40,Woman,,Asian,,"English,Tagalog (including Filipino)",,"$100,001 - $150,000 per year"
100,1118,TRUE,R_2zdmT5uBYldQW3P,Yes,No,"I am considering retrofitting or remodeling, but am unsure of what actions to take.,Removed vegetation and other combustible material within the first 0-5 feet of my home ,No, I have not completed home retrofitting or remodeling","Availability of contractors,Cost,Other (please specify)","We need reputable contractors and more explicit guidance about products for retrofits.  Could you work with big box stores like Home Depot and Lowes to improve access & installation support for fireproof siding, fire safe vents, and windows retrofits.  Grants & rebates for retrofits would help a lot too.",Yes,"Removal of small trees and brush with heavy equipment (e.g., mastication or chipping),Weed trimming and/or mowing grass,Other (please specify):",Hand trimming of bushes & trees,Did some myself and hired a contractor,,Out of pocket,,,,,,"Home hardening,Other (please specify)",Landscaping guidance to sustain wildlife habitat while reducing fire risks,"Reading factsheets,Watching short videos,Webinars",,"Email,Website,Other (please specify)",Webinars,,,93923,Monterey,,,,,,,Man,,White,,English,,
100,543,TRUE,R_2aKnG3mt5MaATLc,Yes,Yes,,,,,,,,,,,,,,,"Home hardening,Permitting for fuels mitigation work,Prescribed fire planning and implementation",,"Community events or town halls,Field tours to local properties,In-person workshops,Webinars",,"Email,In-person",,,No,,,Rural,6-10 acres,"Not applicable, my property is only used for residential use",,No,51-60,Woman,,"Hispanic, Latino/a/x, or other Spanish origin",,English,,"$100,001 - $150,000 per year"
100,876,TRUE,R_24eLosbejscUZ63,Yes,No,Removed vegetation and other combustible material within the first 0-5 feet of my home ,,,Yes,Weed trimming and/or mowing grass,,Did it myself,,Out of pocket,,,,,,"Ecosystem restoration,Grazing for fuels reduction,Prescribed fire planning and implementation,Reducing health impacts from wildfire smoke",,,,,,,,,,,,,,,,Prefer not to answer,,Prefer not to answer,,English,,
100,1083,TRUE,R_3GfTiuASzSBaINc,Yes,No,"Removed vegetation and other combustible material within the first 0-5 feet of my home ,Other (please specify):","Cost,Local and/or Homeowners Association rules and regulations,Other (please specify)",Communicating need to HOA members,Yes,"Hand thinning and scattering small trees and brush ,Weed trimming and/or mowing grass,Other (please specify):","Removing bark mulch, using rock, removing hedges from bldg. perimeters in process",Other (please specify),landscaper,Out of pocket,,,,,,"Available grants for fuels reduction treatments and how to apply,Defensible space,Other (please specify)",Landscaping options ,"Community events or town halls,Reading factsheets,Webinars",,"Email,Website,Other (please specify)",Have an expert attend our HOA Meeting in-person or virtually,,,92058,San Diego,Suburban,0-5 acres,"Not applicable, my property is only used for residential use",,No,Over 70,Man,,White,,English,,"Greater than $150,000 per year"
100,999,TRUE,R_pbgkbGib9gXz10B,Yes,No,"Purchased a backup power source (e.g., generator),Removed vegetation and other combustible material within the first 0-5 feet of my home ","Cost,Permitting",,Yes,"Hand thinning and scattering small trees and brush ,Targeted grazing,Weed trimming and/or mowing grass,Other (please specify):",Removing dead trees and branches,Other (please specify),Did it myself with help from family members,"My only cost was personal labor (myself, friends, and family)",,,Unsure,"Clarity on relevant laws and liability associated with burning,Help preparing my property to conduct a prescribed burn,Help navigating the permitting process,Information about prescribed fire benefits,Information about planning and implementation",,"Available grants for fuels reduction treatments and how to apply,Grazing for fuels reduction,Home hardening",,"Reading factsheets,Watching short videos,Other (please specify)","Workshops in person are usually on weekends, when I'n unavailable","Email,Mail,Other (please specify)",Farm Bureau,,,92065,San Diego,,,,,,,Woman,,"Hispanic, Latino/a/x, or other Spanish origin,White",,English,,
100,667,TRUE,R_2qCqR9z8826ofTV,Yes,No,"Put up non-combustible, reflective signs/addressing on house",Cost,,Yes,Other (please specify):,selective removal and trimming of oaks around home,Did some myself and hired a contractor,,Out of pocket,,,,,,"Defensible space,Ecosystem restoration,Home hardening",,"In-person workshops,Reading factsheets,Watching short videos",,Email,,,,95746,Placer,Rural,6-10 acres,Wildlife habitat,,No,31-40,Nonbinary,,White,,English,,"Less than $50,000 per year"
100,1821,TRUE,R_2yrW4x4IxIu7311,Yes,No,"Purchased an air filtration system for home to use during wildfire smoke events,Purchased a backup power source (e.g., generator),Removed vegetation and other combustible material within the first 0-5 feet of my home ","Cost,Existing home design constraints,Time",,Yes,"Hand thinning and scattering small trees and brush ,Weed trimming and/or mowing grass",,Did it myself,,"My only cost was personal labor (myself, friends, and family)",,,No,,,Available grants for fuels reduction treatments and how to apply,,Community events or town halls,,Email,,,,94611,Alameda,,,,,,,Man,,Prefer not to answer,,"English,Spanish",,
100,1235,TRUE,R_1LHiJA9jnDQJWdP,Yes,Yes,,,,,,,,,,,,,,,"Available grants for fuels reduction treatments and how to apply,Defensible space,Home hardening",,"Community events or town halls,Field tours to local properties,In-person workshops,Reading factsheets,Watching short videos,Webinars",,"Email,Text Message,Website",,,Yes,,,,,,,,,Man,,White,,English,,
100,703,TRUE,R_1OPkO9li3BXKc3L,Yes,No,"Purchased a backup power source (e.g., generator),No, I have not completed home retrofitting or remodeling",Cost,,Yes,"Hand thinning and scattering small trees and brush ,Weed trimming and/or mowing grass",,Did it myself,,Out of pocket,,,Yes,"Access to equipment,Clarity on relevant laws and liability associated with burning,Financial assistance,Help preparing my property to conduct a prescribed burn,Help navigating the permitting process,Information about planning and implementation,Training to learn how to safely conduct a prescribed burn",,"Available grants for fuels reduction treatments and how to apply,Home hardening,Mechanical fuels reduction treatments (forest thinning, chipping, mastication, etc),Permitting for fuels mitigation work,Prescribed fire planning and implementation",,"Field tours to local properties,In-person workshops",,Email,,,,95945,Nevada,Rural,6-10 acres,"Livestock/grazing,Recreation",,No,31-40,Woman,,White,,English,,"Greater than $150,000 per year"
100,899,TRUE,R_DSqIWxM3QfPzLt7,Yes,No,"No, I have not completed home retrofitting or remodeling","Cost,Lack of knowledge, information, or resources",,Yes,Weed trimming and/or mowing grass,,Did it myself,,"Out of pocket,My only cost was personal labor (myself, friends, and family)",,,Unsure,"Financial assistance,Help preparing my property to conduct a prescribed burn",,"Defensible space,Evacuation planning,Home hardening",,"Community events or town halls,Field tours to local properties,In-person workshops,Watching short videos,Webinars",,"Email,Mail,Newspaper,Radio,Website",,,,92065,San Diego,,,,,,,Woman,,White,,English,,
100,476,TRUE,R_2qpJhBLkX0pz21c,Yes,No,"Purchased an air filtration system for home to use during wildfire smoke events,Purchased a backup power source (e.g., generator),Removed vegetation and other combustible material within the first 0-5 feet of my home ,Retrofitted home with ignition and/or ember resistant materials","Availability of contractors,Existing home design constraints,Local and/or Homeowners Association rules and regulations",,Yes,"Hand thinning and scattering small trees and brush ,Removal of small trees and brush with heavy equipment (e.g., mastication or chipping),Weed trimming and/or mowing grass",,Did some myself and hired a contractor,,Out of pocket,,,No,Other (please explain),Prohibited by HOA,"Available grants for fuels reduction treatments and how to apply,Grazing for fuels reduction,Reducing health impacts from wildfire smoke",,"Community events or town halls,Reading factsheets,Watching short videos",,Email,,,,95722,Placer,,,,,,,Man,,White,,English,,
100,529,TRUE,R_21vy8OOzMvmPeAG,Yes,No,"Purchased a backup power source (e.g., generator),Put up non-combustible, reflective signs/addressing on house","Availability of contractors,Cost,Permitting",,Yes,Burning piles of cut trees and brush,,Did it myself,,Out of pocket,,,No,,,"Available grants for fuels reduction treatments and how to apply,Evacuation planning,Home hardening",,"Community events or town halls,Field tours to local properties,In-person workshops",,"Email,In-person,Mail",,,,92036,San Diego,Rural,21-100 acres,"Not applicable, my property is only used for residential use",,,61-70,Woman,,White,,English,,"Less than $50,000 per year"
100,392,TRUE,R_56FjmPH8KrgpDTX,Yes,Yes,,,,,,,,,,,,,,,"Ecosystem restoration,Post-wildfire recovery,Reducing health impacts from wildfire smoke",,"Community events or town halls,In-person workshops,Watching short videos",,"Email,Website",,,No,,,,,,,,,Man,,White,,English,,
100,2961,TRUE,R_1rIA1LpyGkeppfy,Yes,No,"Purchased a backup power source (e.g., generator),Removed vegetation and other combustible material within the first 0-5 feet of my home ","Cost,Lack of knowledge, information, or resources,Time",,Yes,"Removal of medium and large trees through timber harvest,Removal of small trees and brush with heavy equipment (e.g., mastication or chipping)",,Hired a contractor,,Out of pocket,,,,,,"Available grants for fuels reduction treatments and how to apply,Evacuation planning,Grazing for fuels reduction",,"Community events or town halls,Field tours to local properties,In-person workshops,Webinars",,"Email,Mail,Website",,,,94553,Contra Costa,,,,,,,Man,,"American Indian or Alaskan Native,Asian,Other (please specify)",human,English,,
100,814,TRUE,R_1FM1Fl1M82UGyzb,Yes,No,"Purchased an air filtration system for home to use during wildfire smoke events,Purchased a backup power source (e.g., generator),Removed vegetation and other combustible material within the first 0-5 feet of my home ","Cost,Existing home design constraints,Permitting",,Yes,"Burning piles of cut trees and brush,Hand thinning and scattering small trees and brush ,Removal of medium and large trees through timber harvest,Removal of small trees and brush with heavy equipment (e.g., mastication or chipping),Weed trimming and/or mowing grass",,Did some myself and hired a contractor,,Out of pocket,,,No,,,"Home hardening,Reducing health impacts from wildfire smoke",,"Field tours to local properties,Watching short videos",,"Email,Website",,,,95658,Placer,,,,,,,Woman,,White,,English,,
100,1262,TRUE,R_2CyctZyZOfajy5w,Yes,Yes,,,,,,,,,,,,,,,"Defensible space,Home hardening,Permitting for fuels mitigation work",,"Field tours to local properties,Reading factsheets,Watching short videos",,"Email,In-person,Mail,Website",,,Yes,,,,,,,,,Woman,,Prefer not to answer,,English,,
100,870,TRUE,R_3snKQgFRWGh4xTB,Yes,No,"Purchased an air filtration system for home to use during wildfire smoke events,Removed vegetation and other combustible material within the first 0-5 feet of my home ","Cost,Lack of knowledge, information, or resources,Time",,Yes,Weed trimming and/or mowing grass,,Did it myself,,"My only cost was personal labor (myself, friends, and family)",,,,,,"Home hardening,Reducing health impacts from wildfire smoke",,"Watching short videos,Webinars",,Email,,,,95650,Placer,,,,,,,Woman,,White,,English,,
100,830,TRUE,R_1jH9RSTDpWQ0sRg,Yes,No,"Put up non-combustible, reflective signs/addressing on house",Cost,,No,,,,,,,,No,"Clarity on relevant laws and liability associated with burning,Other (please explain)",i live in a conjjesterd beach community. Houses are  about 6 feet apart. ,"Evacuation planning,Mechanical fuels reduction treatments (forest thinning, chipping, mastication, etc),Reducing health impacts from wildfire smoke",,"Reading factsheets,Watching short videos",,Email,,,,92118,San Diego,Suburban,0-5 acres,"Not applicable, my property is only used for residential use",,No,61-70,Woman,,White,,English,,"Greater than $150,000 per year"
100,777,TRUE,R_1gUVEZTyACkTWii,Yes,No,"Purchased a backup power source (e.g., generator),Put up non-combustible, reflective signs/addressing on house,Removed vegetation and other combustible material within the first 0-5 feet of my home ",Existing home design constraints,,Yes,"Hand thinning and scattering small trees and brush ,Weed trimming and/or mowing grass",,Did it myself,,Out of pocket,,,,,,Evacuation planning,,Community events or town halls,,Email,,,,95602,Placer,,,,,,,Man,,Other (please specify),I race against weeds,English,,
100,434,TRUE,R_1eIXRwbRTeTAl6z,Yes,No,"I am considering retrofitting or remodeling, but am unsure of what actions to take.,Purchased an air filtration system for home to use during wildfire smoke events,Removed vegetation and other combustible material within the first 0-5 feet of my home ","Availability of contractors,Cost,Permitting",,Yes,"Hand thinning and scattering small trees and brush ,Weed trimming and/or mowing grass",,Did it myself,,Out of pocket,,,No,,,"Evacuation planning,Home hardening,Reducing health impacts from wildfire smoke",,"Field tours to local properties,In-person workshops,Reading factsheets",,"In-person,Text Message",,,,90027,Los Angeles,Rural,0-5 acres,"Farming and/or agriculture,Recreation,Wildlife habitat",,No,61-70,Woman,,White,,"English,Spanish",,"$100,001 - $150,000 per year"
100,1120,TRUE,R_3MS8qQwSfWlaH97,Yes,No,"Purchased an air filtration system for home to use during wildfire smoke events,Removed vegetation and other combustible material within the first 0-5 feet of my home ,Retrofitted home with ignition and/or ember resistant materials","Cost,Lack of knowledge, information, or resources",,Yes,"Hand thinning and scattering small trees and brush ,Removal of small trees and brush with heavy equipment (e.g., mastication or chipping)",,Did some myself and hired a contractor,,Out of pocket,,,,,,"Defensible space,Ecosystem restoration",,"In-person workshops,Watching short videos,Webinars",,"Email,Website",,,,95949,Nevada,,,,,,,Other (please specify),,White,,,,
100,368,TRUE,R_2yadaKhef4kDlXU,Yes,Yes,,,,,,,,,,,,,,,"Evacuation planning,Grazing for fuels reduction,Post-wildfire recovery",,"Community events or town halls,Field tours to local properties,In-person workshops",,"Email,In-person,Website",,,Yes,,,Rural,0-5 acres,"Farming and/or agriculture,Livestock/grazing,Wildlife habitat,Other (please specify)",Firewood,No,41-50,Woman,,White,,English,,"Greater than $150,000 per year"
100,236581,TRUE,R_1JQOEUNpVS1Zdp7,Yes,No,"Purchased a backup power source (e.g., generator)","Availability of contractors,Cost,Permitting",,Yes,"Removal of medium and large trees through timber harvest,Weed trimming and/or mowing grass",,Did some myself and hired a contractor,,Out of pocket,,,No,"Help preparing my property to conduct a prescribed burn,Labor resources",,Available grants for fuels reduction treatments and how to apply,,,,"Email,Social media ,Website",,,,92036,San Diego,,,,,,,Man,,White,,English,,
100,1518,TRUE,R_1nVC7pGkpgQavMS,Yes,No,"Purchased an air filtration system for home to use during wildfire smoke events,Removed vegetation and other combustible material within the first 0-5 feet of my home ,No, I have not completed home retrofitting or remodeling","Cost,Existing home design constraints,Lack of knowledge, information, or resources",,Yes,"Hand thinning and scattering small trees and brush ,Weed trimming and/or mowing grass",,Did it myself,,Out of pocket,,,,,,"Available grants for fuels reduction treatments and how to apply,Grazing for fuels reduction,Mechanical fuels reduction treatments (forest thinning, chipping, mastication, etc),Reducing health impacts from wildfire smoke",,"Community events or town halls,In-person workshops,Reading factsheets",,"Email,Mail,Social media ,Text Message",,,,95945,Nevada,Rural,0-5 acres,"Not applicable, my property is only used for residential use",,,18-30,Man,,White,,English,,"Less than $50,000 per year"
100,470,TRUE,R_shgc4zQXcQwQmfD,Yes,Yes,,,,,,,,,,,,,,,Defensible space,,Webinars,,Email,,,No,,,,,,,,,Man,,White,,English,,
100,1082,TRUE,R_1mlcGTjAxJxSoZh,Yes,No,,,,Yes,"Burning piles of cut trees and brush,Hand thinning and scattering small trees and brush ,Prescribed fire (a controlled fire set intentionally to meet management objectives under applicable laws and regulations),Removal of medium and large trees through timber harvest,Removal of small trees and brush with heavy equipment (e.g., mastication or chipping)",,Did some myself and hired a contractor,,Cost-share agreements,CAL FIRE,,Yes,"Help preparing my property to conduct a prescribed burn,Help navigating the permitting process,Labor resources",,"Available grants for fuels reduction treatments and how to apply,Ecosystem restoration,Post-wildfire recovery",,"Field tours to local properties,In-person workshops,Reading factsheets",,"Email,In-person",,,,95816,Sacramento,,,,,,,Man,,White,,English,,
100,1178,TRUE,R_2v2kIYoW6WMFcGd,Yes,No,"Removed vegetation and other combustible material within the first 0-5 feet of my home ,No, I have not completed home retrofitting or remodeling","Availability of contractors,Cost,Existing home design constraints",,Yes,Hand thinning and scattering small trees and brush ,,Did it myself,,Out of pocket,,,No,,,"Ecosystem restoration,Home hardening,Post-wildfire recovery",,"Community events or town halls,In-person workshops,Reading factsheets,Watching short videos,Webinars",,"Email,Mail",,,,92065,San Diego,,,,,,,,,,,,,
100,851,TRUE,R_25ZLXgcU3b9MRfE,Yes,No,"No, I have not completed home retrofitting or remodeling","Communicating with my landlord or property manager,Cost,Local and/or Homeowners Association rules and regulations",,Yes,Other (please specify):,Cleaning up old building supplies,Did it myself,,Out of pocket,,,,,,"Ecosystem restoration,Mechanical fuels reduction treatments (forest thinning, chipping, mastication, etc),Prescribed fire planning and implementation",,"In-person workshops,Watching short videos",,Email,,,,92036,San Diego,Rural,0-5 acres,Wildlife habitat,,No,51-60,Woman,,White,,English,,"$50,000 - $100,000 per year"
100,705,TRUE,R_RkN5TtHxZHsvmkF,Yes,No,Removed vegetation and other combustible material within the first 0-5 feet of my home ,"Lack of knowledge, information, or resources",,Yes,"Hand thinning and scattering small trees and brush ,Weed trimming and/or mowing grass",,Did it myself,,"My only cost was personal labor (myself, friends, and family)",,,,,,"Defensible space,Ecosystem restoration,Home hardening",,"Community events or town halls,Field tours to local properties,In-person workshops,Reading factsheets,Watching short videos",,"Email,In-person,Website",,,,92131,San Diego,,0-5 acres,"Not applicable, my property is only used for residential use",,No,41-50,Man,,White,,English,,"Greater than $150,000 per year"
100,280,TRUE,R_2CK4x52x9joQhzV,Yes,Yes,,,,,,,,,,,,,,,Post-wildfire recovery,,Field tours to local properties,,"Email,In-person",,,Yes,,,Rural,0-5 acres,"Not applicable, my property is only used for residential use",,,51-60,Woman,,White,,English,,Prefer not to state
100,881,TRUE,R_cBDopgHBnrEzcVX,Yes,No,"Purchased a backup power source (e.g., generator)","Availability of contractors,Cost",,Yes,"Removal of small trees and brush with heavy equipment (e.g., mastication or chipping)",,Other (please specify),calif fire safe,Grants,Fire Safe Council,,No,,,,,,,,,,,,,Rural,11-20 acres,"Recreation,Wildlife habitat",,No,61-70,Man,,White,,English,,Prefer not to state
100,1608,TRUE,R_3PAh5m9Suu8TTNT,Yes,No,"I am considering retrofitting or remodeling, but am unsure of what actions to take.,Purchased an air filtration system for home to use during wildfire smoke events","Availability of contractors,Cost,Existing home design constraints,Lack of knowledge, information, or resources,Time",,Yes,Hand thinning and scattering small trees and brush ,,Did it myself,,"My only cost was personal labor (myself, friends, and family)",,,,,,"Home hardening,Mechanical fuels reduction treatments (forest thinning, chipping, mastication, etc),Reducing health impacts from wildfire smoke",,"Community events or town halls,Field tours to local properties,In-person workshops,Reading factsheets,Watching short videos,Webinars",,"In-person,Mail,Newspaper,Telephone,Text Message,Website",,,,95603,Placer,Suburban,,"Not applicable, my property is only used for residential use",,No,61-70,Woman,,White,,English,,"$50,000 - $100,000 per year"
100,947,TRUE,R_2P4ORDjrWEqX4jw,Yes,No,Removed vegetation and other combustible material within the first 0-5 feet of my home ,"Cost,Existing home design constraints",,Yes,"Burning piles of cut trees and brush,Prescribed fire (a controlled fire set intentionally to meet management objectives under applicable laws and regulations),Removal of small trees and brush with heavy equipment (e.g., mastication or chipping),Weed trimming and/or mowing grass",,Did it myself,,Out of pocket,,,Yes,,,"Available grants for fuels reduction treatments and how to apply,Evacuation planning,Mechanical fuels reduction treatments (forest thinning, chipping, mastication, etc)",,"Community events or town halls,Field tours to local properties",,"Email,In-person,Telephone",,,,96124,Sierra,Suburban,0-5 acres,Other (please specify),I run a consulting business from my home.,No,61-70,Woman,,White,,English,,Prefer not to state
100,1282,TRUE,R_2VEXyrfanP2mwNq,Yes,No,"No, I have not completed home retrofitting or remodeling",Cost,,Yes,"Burning piles of cut trees and brush,Targeted grazing,Weed trimming and/or mowing grass",,Did it myself,,"Out of pocket,My only cost was personal labor (myself, friends, and family)",,,Unsure,"Clarity on relevant laws and liability associated with burning,Financial assistance,Help preparing my property to conduct a prescribed burn",,"Grazing for fuels reduction,Home hardening",,"Community events or town halls,Field tours to local properties,In-person workshops,Reading factsheets,Watching short videos,Webinars",,Email,,,,95245,Calaveras,Rural,6-10 acres,Wildlife habitat,,,51-60,Woman,,White,,English,,"$100,001 - $150,000 per year"
100,414,TRUE,R_3EYxbMRsCMEpb7p,Yes,Yes,,,,,,,,,,,,,,,"Ecosystem restoration,Home hardening",,"Community events or town halls,Field tours to local properties",,Email,,,Yes,,,Suburban,0-5 acres,"Not applicable, my property is only used for residential use",California,,18-30,Woman,,Asian,,English,,"Less than $50,000 per year"
100,722,TRUE,R_2CfaOIfDZ4LDj9R,Yes,Yes,,,,,,,,,,,,,,,"Available grants for fuels reduction treatments and how to apply,Ecosystem restoration,Home hardening",,"Community events or town halls,Field tours to local properties,In-person workshops,Watching short videos,Webinars",,"Email,In-person,Website",,,Yes,,Ventura,,,,,,,Woman,,"Hispanic, Latino/a/x, or other Spanish origin",,"English,Spanish",,
100,745,TRUE,R_a969Tk6pwtGPzcB,Yes,No,Removed vegetation and other combustible material within the first 0-5 feet of my home ,"Availability of contractors,Cost,Existing home design constraints",,Yes,"Hand thinning and scattering small trees and brush ,Removal of small trees and brush with heavy equipment (e.g., mastication or chipping),Weed trimming and/or mowing grass",,Did some myself and hired a contractor,,"Out of pocket,Grants,Cost-share agreements","CAL FIRE,Fire Safe Council",,Yes,"Access to equipment,Financial assistance,Help preparing my property to conduct a prescribed burn,Help navigating the permitting process,Information about planning and implementation,Labor resources,Training to learn how to safely conduct a prescribed burn",,"Available grants for fuels reduction treatments and how to apply,Mechanical fuels reduction treatments (forest thinning, chipping, mastication, etc),Permitting for fuels mitigation work",,"Field tours to local properties,In-person workshops,Watching short videos",,Email,,,,96106,Plumas,Rural,0-5 acres,Recreation,,No,Prefer not to answer,Prefer not to answer,,Prefer not to answer,,Prefer not to answer,,Prefer not to state
100,284,TRUE,R_3paqIBkfgjZeAtl,Yes,Yes,,,,,,,,,,,,,,,"Evacuation planning,Post-wildfire recovery",,,,Email,,,No,,Lassen,,,,,,,Man,,"Hispanic, Latino/a/x, or other Spanish origin",,English,,
100,740,TRUE,R_2aVSSu5nGdVGubv,Yes,Yes,,,,,,,,,,,,,,,"Ecosystem restoration,Mechanical fuels reduction treatments (forest thinning, chipping, mastication, etc),Post-wildfire recovery",,"Reading factsheets,Watching short videos",,"Email,Social media ,Website",,,No,,Plumas,,,,,,,Man,,White,,English,,
100,488,TRUE,R_25ykOvh9VrHKwSw,Yes,No,Other (please specify):,Cost,,No,,,,,,,,,,,"Ecosystem restoration,Mechanical fuels reduction treatments (forest thinning, chipping, mastication, etc),Permitting for fuels mitigation work",,"Field tours to local properties,In-person workshops",,"Email,In-person,Mail,Social media ,Text Message",,,,95928,Butte,Urban,0-5 acres,"Not applicable, my property is only used for residential use",,No,18-30,Woman,,White,,"English,Spanish",,"$50,000 - $100,000 per year"
100,449,TRUE,R_2zc09qU6m4Xzkig,Yes,Yes,,,,,,,,,,,,,,,"Grazing for fuels reduction,Prescribed fire planning and implementation",,"Field tours to local properties,In-person workshops",,In-person,,,Yes,,Nevada,,,,,,,Man,,Prefer not to answer,,English,,
100,627,TRUE,R_1jYSKQbiACIKzpy,Yes,Yes,,,,,,,,,,,,,,,Other (please specify),insurance ,"Community events or town halls,Webinars",,Email,,,No,,Los Angeles,,,,,,,Man,,White,,English,,
100,728,TRUE,R_6M8FOtcDbj6Mle9,Yes,No,Other (please specify):,,,Yes,"Burning piles of cut trees and brush,Hand thinning and scattering small trees and brush ,Prescribed fire (a controlled fire set intentionally to meet management objectives under applicable laws and regulations),Removal of medium and large trees through timber harvest",,Did some myself and hired a contractor,,"Out of pocket,Grants","Fire Safe Council,Natural Resource Conservation Service (NRCS)",,Yes,Other (please explain),Availability of PBA,Post-wildfire recovery,,"Community events or town halls,In-person workshops",,Email,,,,95947,Plumas,Rural,6-10 acres,Wildlife habitat,,No,61-70,Man,,White,,English,,"$50,000 - $100,000 per year"
100,1039,TRUE,R_27NHnfZaJgSIead,Yes,Yes,,,,,,,,,,,,,,,Available grants for fuels reduction treatments and how to apply,,"Watching short videos,Webinars",,Email,,,No,,El Dorado,,,,,,,Man,,White,,English,,
100,548,TRUE,R_2393rQY1dEU2XT7,Yes,Yes,,,,,,,,,,,,,,,"Available grants for fuels reduction treatments and how to apply,Defensible space,Permitting for fuels mitigation work",,"Community events or town halls,Field tours to local properties,In-person workshops,Webinars",,"Email,Text Message,Website",,,Yes,,Madera,,,,,,,Woman,,White,,English,,
100,3095,TRUE,R_2DLA5bcz1c4YgHY,Yes,Yes,,,,,,,,,,,,,,,"Available grants for fuels reduction treatments and how to apply,Other (please specify)","We need money to pickup where our PBA has ""scaled out"" due to leaders volunteering and not being paid","Community events or town halls,Field tours to local properties,In-person workshops,Reading factsheets,Watching short videos,Other (please specify)",I am a public speaker. I have a clear vision of how to achieve the landscape scale fire frequency,"Email,Telephone,Text Message,Other (please specify)",call me 530 249 6000,,Yes,,Plumas,,,,,,,Other (please specify),This should not matter! however I am a man.,Other (please specify),Human,English,,
100,565,TRUE,R_vxlENRlch9LPxqV,Yes,Yes,,,,,,,,,,,,,,,"Available grants for fuels reduction treatments and how to apply,Ecosystem restoration,Grazing for fuels reduction",,"Community events or town halls,Field tours to local properties,Watching short videos,Webinars",,"Email,Newspaper,Radio,Social media ,Website",,,Yes,,Plumas,,,,,,,Man,,White,,English,,
100,1292,TRUE,R_2yraf06t2Xrac7M,Yes,No,"No, I have not completed home retrofitting or remodeling",Cost,,Yes,"Burning piles of cut trees and brush,Weed trimming and/or mowing grass,Other (please specify):","dead tree removal, limb pruning",Did some myself and hired a contractor,,Out of pocket,,,,,,"Available grants for fuels reduction treatments and how to apply,Ecosystem restoration,Home hardening",,"Community events or town halls,In-person workshops,Reading factsheets,Watching short videos,Webinars",,"Email,In-person,Newspaper,Radio,Social media ,Text Message",,,,95370,Tuolumne,Rural,0-5 acres,"Not applicable, my property is only used for residential use",,No,61-70,Woman,,White,,English,,"$50,000 - $100,000 per year"
100,1612,TRUE,R_s4L9KoeSrdUyFON,Yes,Yes,,,,,,,,,,,,,,,"Grazing for fuels reduction,Other (please specify)",Overall better timber and forest management!!!,"Community events or town halls,In-person workshops",,"Email,In-person",,,Yes,,"Alpine,Amador,Calaveras,Kern,Lassen,Modoc,Nevada,Plumas,Shasta,Sierra,Siskiyou,Trinity",,,,,,,Man,,"American Indian or Alaskan Native,White",,English,,
